"object","total_cards","has_more","next_page","data__object","data__id","data__oracle_id","data__multiverse_ids__001","data__multiverse_ids__002","data__mtgo_id","data__arena_id","data__tcgplayer_id","data__name","data__lang","data__released_at","data__uri","data__scryfall_uri","data__layout","data__highres_image","data__image_uris__small","data__image_uris__normal","data__image_uris__large","data__image_uris__png","data__image_uris__art_crop","data__image_uris__border_crop","data__mana_cost","data__cmc","data__type_line","data__oracle_text","data__loyalty","data__power","data__toughness","data__colors__001","data__colors__002","data__colors__003","data__color_identity__001","data__all_parts__object","data__all_parts__id","data__all_parts__component","data__all_parts__name","data__all_parts__type_line","data__all_parts__uri","data__color_identity__002","data__color_identity__003","data__card_faces__object","data__card_faces__name","data__card_faces__mana_cost","data__card_faces__type_line","data__card_faces__oracle_text","data__card_faces__colors__001","data__card_faces__colors__002","data__card_faces__colors__003","data__card_faces__color_indicator__001","data__card_faces__color_indicator__002","data__card_faces__color_indicator__003","data__card_faces__loyalty","data__card_faces__power","data__card_faces__toughness","data__card_faces__artist","data__card_faces__illustration_id","data__card_faces__image_uris__small","data__card_faces__image_uris__normal","data__card_faces__image_uris__large","data__card_faces__image_uris__png","data__card_faces__image_uris__art_crop","data__card_faces__image_uris__border_crop","data__legalities__standard","data__legalities__future","data__legalities__frontier","data__legalities__modern","data__legalities__legacy","data__legalities__pauper","data__legalities__vintage","data__legalities__penny","data__legalities__commander","data__legalities__duel","data__legalities__oldschool","data__games__001","data__games__002","data__games__003","data__reserved","data__foil","data__nonfoil","data__oversized","data__promo","data__reprint","data__set","data__set_name","data__set_uri","data__set_search_uri","data__scryfall_set_uri","data__rulings_uri","data__prints_search_uri","data__collector_number","data__digital","data__rarity","data__flavor_text","data__illustration_id","data__artist","data__border_color","data__frame","data__frame_effect","data__full_art","data__story_spotlight","data__edhrec_rank","data__prices__usd","data__prices__usd_foil","data__prices__eur","data__prices__tix","data__related_uris__gatherer","data__related_uris__tcgplayer_decks","data__related_uris__edhrec","data__related_uris__mtgtop8","data__purchase_uris__tcgplayer","data__purchase_uris__cardmarket","data__purchase_uris__cardhoarder"
"","","","","card","a9737a83-8c58-44b5-816e-d8df8a577921","41c15160-ee8c-42e3-bc6c-593b8c8ae335","447269","","68427","67946","169297","Crash Through","en","2018-07-13","https://api.scryfall.com/cards/a9737a83-8c58-44b5-816e-d8df8a577921","https://scryfall.com/card/m19/133/crash-through?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/133.jpg?1531452316","https://img.scryfall.com/cards/normal/en/m19/133.jpg?1531452316","https://img.scryfall.com/cards/large/en/m19/133.jpg?1531452316","https://img.scryfall.com/cards/png/en/m19/133.png?1531452316","https://img.scryfall.com/cards/art_crop/en/m19/133.jpg?1531452316","https://img.scryfall.com/cards/border_crop/en/m19/133.jpg?1531452316","{R}","1.0","Sorcery","Creatures you control gain trample until end of turn. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.)\nDraw a card.","","","","R","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","legal","legal","legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","True","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/a9737a83-8c58-44b5-816e-d8df8a577921/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A41c15160-ee8c-42e3-bc6c-593b8c8ae335&unique=prints","133","False","common","","11fffae5-2afa-4cd8-b8c2-384c77b0803b","Izzy","black","2015","","False","False","4534","0.10","0.23","0.08","0.01","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447269","https://decks.tcgplayer.com/magic/deck/search?contains=Crash+Through&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Crash+Through","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Crash+Through","https://shop.tcgplayer.com/product/productsearch?id=169297&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Crash-Through?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68427?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","","card","eb28b35c-28a5-4042-b21d-6d43658a16eb","33c722cf-b4bf-431f-aefd-ee96241a7fbf","447366","","68621","68140","168749","Crucible of Worlds","en","2018-07-13","https://api.scryfall.com/cards/eb28b35c-28a5-4042-b21d-6d43658a16eb","https://scryfall.com/card/m19/229/crucible-of-worlds?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/229.jpg?1531451273","https://img.scryfall.com/cards/normal/en/m19/229.jpg?1531451273","https://img.scryfall.com/cards/large/en/m19/229.jpg?1531451273","https://img.scryfall.com/cards/png/en/m19/229.png?1531451273","https://img.scryfall.com/cards/art_crop/en/m19/229.jpg?1531451273","https://img.scryfall.com/cards/border_crop/en/m19/229.jpg?1531451273","{3}","3.0","Artifact","You may play land cards from your graveyard.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","True","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/eb28b35c-28a5-4042-b21d-6d43658a16eb/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A33c722cf-b4bf-431f-aefd-ee96241a7fbf&unique=prints","229","False","mythic","Amidst the darkest ashes grow the strongest seeds.","3dba8aff-0042-4369-b1ef-93e0005cba85","Ron Spencer","black","2015","","False","False","338","27.85","33.52","11.01","1.66","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447366","https://decks.tcgplayer.com/magic/deck/search?contains=Crucible+of+Worlds&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Crucible+of+Worlds","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Crucible+of+Worlds","https://shop.tcgplayer.com/product/productsearch?id=168749&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Crucible-of-Worlds?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68621?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","","card","7bc8325b-c7a8-49a5-8a54-a419800ffb93","ea4d30c7-7c39-46d5-9b71-a7ebc3e219a1","447310","","68509","68028","169322","Daggerback Basilisk","en","2018-07-13","https://api.scryfall.com/cards/7bc8325b-c7a8-49a5-8a54-a419800ffb93","https://scryfall.com/card/m19/174/daggerback-basilisk?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/174.jpg?1531450757","https://img.scryfall.com/cards/normal/en/m19/174.jpg?1531450757","https://img.scryfall.com/cards/large/en/m19/174.jpg?1531450757","https://img.scryfall.com/cards/png/en/m19/174.png?1531450757","https://img.scryfall.com/cards/art_crop/en/m19/174.jpg?1531450757","https://img.scryfall.com/cards/border_crop/en/m19/174.jpg?1531450757","{2},{G}","3.0","Creature — Basilisk","Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)","","2","2","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","legal","legal","legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","True","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/7bc8325b-c7a8-49a5-8a54-a419800ffb93/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aea4d30c7-7c39-46d5-9b71-a7ebc3e219a1&unique=prints","174","False","common","Its ventricles weep venom, and it consumes only poison.","88909b00-a7a5-49a1-8f0a-722b6282f4cd","Jesper Ejsing","black","2015","","False","False","12195","0.03","0.11","0.02","0.04","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447310","https://decks.tcgplayer.com/magic/deck/search?contains=Daggerback+Basilisk&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Daggerback+Basilisk","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Daggerback+Basilisk","https://shop.tcgplayer.com/product/productsearch?id=169322&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Daggerback-Basilisk?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68509?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","","card","69a57bfc-1de2-4b3a-84bc-19ec41087f0d","17917b7a-2b2b-4a96-a21e-10cd91375660","447270","","68429","67948","168753","Dark-Dweller Oracle","en","2018-07-13","https://api.scryfall.com/cards/69a57bfc-1de2-4b3a-84bc-19ec41087f0d","https://scryfall.com/card/m19/134/dark-dweller-oracle?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/134.jpg?1531452328","https://img.scryfall.com/cards/normal/en/m19/134.jpg?1531452328","https://img.scryfall.com/cards/large/en/m19/134.jpg?1531452328","https://img.scryfall.com/cards/png/en/m19/134.png?1531452328","https://img.scryfall.com/cards/art_crop/en/m19/134.jpg?1531452328","https://img.scryfall.com/cards/border_crop/en/m19/134.jpg?1531452328","{1},{R}","2.0","Creature — Goblin Shaman","{1}, Sacrifice a creature: Exile the top card of your library. You may play that card this turn. (You still pay its costs. You can play a land this way only if you have an available land play remaining.)","","2","2","R","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/69a57bfc-1de2-4b3a-84bc-19ec41087f0d/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A17917b7a-2b2b-4a96-a21e-10cd91375660&unique=prints","134","False","rare","Eyes are unnecessary for seeing the future.","a91ab11f-94ad-4cd1-b90a-95c654fa95a7","Deruchenko Alexander","black","2015","","False","False","2266","0.33","0.94","0.21","0.02","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447270","https://decks.tcgplayer.com/magic/deck/search?contains=Dark-Dweller+Oracle&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Dark-Dweller+Oracle","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Dark-Dweller+Oracle","https://shop.tcgplayer.com/product/productsearch?id=168753&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/DarkDweller-Oracle?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68429?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","","card","c2f461b1-c801-4f0c-8fd7-fe68b6078ac6","ebd33f4c-2cc8-46e3-b367-ce5b37c2719b","447146","","68181","67700","166702","Daybreak Chaplain","en","2018-07-13","https://api.scryfall.com/cards/c2f461b1-c801-4f0c-8fd7-fe68b6078ac6","https://scryfall.com/card/m19/10/daybreak-chaplain?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/10.jpg?1531450745","https://img.scryfall.com/cards/normal/en/m19/10.jpg?1531450745","https://img.scryfall.com/cards/large/en/m19/10.jpg?1531450745","https://img.scryfall.com/cards/png/en/m19/10.png?1531450745","https://img.scryfall.com/cards/art_crop/en/m19/10.jpg?1531450745","https://img.scryfall.com/cards/border_crop/en/m19/10.jpg?1531450745","{1},{W}","2.0","Creature — Human Cleric","Lifelink (Damage dealt by this creature also causes you to gain that much life.)","","1","3","W","","","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","legal","legal","legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/c2f461b1-c801-4f0c-8fd7-fe68b6078ac6/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aebd33f4c-2cc8-46e3-b367-ce5b37c2719b&unique=prints","10","False","common","""May the light shine through me to guide the lost.""","b97b865f-0eb9-424f-a9f4-d1f8da35993d","Volkan Baǵa","black","2015","","False","False","12710","0.04","0.14","0.02","0.01","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447146","https://decks.tcgplayer.com/magic/deck/search?contains=Daybreak+Chaplain&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Daybreak+Chaplain","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Daybreak+Chaplain","https://shop.tcgplayer.com/product/productsearch?id=166702&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Daybreak-Chaplain?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68181?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","","card","c9699446-b6f5-4e6a-a263-059cbf6e4b7e","99024aa8-5687-4d38-8a4b-feef42d6c1ff","447226","","68341","67860","168696","Death Baron","en","2018-07-13","https://api.scryfall.com/cards/c9699446-b6f5-4e6a-a263-059cbf6e4b7e","https://scryfall.com/card/m19/90/death-baron?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/90.jpg?1531451828","https://img.scryfall.com/cards/normal/en/m19/90.jpg?1531451828","https://img.scryfall.com/cards/large/en/m19/90.jpg?1531451828","https://img.scryfall.com/cards/png/en/m19/90.png?1531451828","https://img.scryfall.com/cards/art_crop/en/m19/90.jpg?1531451828","https://img.scryfall.com/cards/border_crop/en/m19/90.jpg?1531451828","{1},{B},{B}","3.0","Creature — Zombie Wizard","Skeletons you control and other Zombies you control get +1/+1 and have deathtouch.","","2","2","B","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","True","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/c9699446-b6f5-4e6a-a263-059cbf6e4b7e/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A99024aa8-5687-4d38-8a4b-feef42d6c1ff&unique=prints","90","False","rare","For the necromancer barons, killing and recruitment are one and the same.","ae4268e4-743c-4993-a791-13bb8aec68bd","Nils Hamm","black","2015","","False","False","1551","3.39","4.59","2.62","0.03","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447226","https://decks.tcgplayer.com/magic/deck/search?contains=Death+Baron&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Death+Baron","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Death+Baron","https://shop.tcgplayer.com/product/productsearch?id=168696&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Death-Baron?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68341?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","","card","78271f34-f62e-4771-b430-b121097b8fb6","db640c5b-4548-44b1-a9cd-cc6838707dbb","447311","","68511","68030","168598","Declare Dominance","en","2018-07-13","https://api.scryfall.com/cards/78271f34-f62e-4771-b430-b121097b8fb6","https://scryfall.com/card/m19/175/declare-dominance?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/175.jpg?1531450765","https://img.scryfall.com/cards/normal/en/m19/175.jpg?1531450765","https://img.scryfall.com/cards/large/en/m19/175.jpg?1531450765","https://img.scryfall.com/cards/png/en/m19/175.png?1531450765","https://img.scryfall.com/cards/art_crop/en/m19/175.jpg?1531450765","https://img.scryfall.com/cards/border_crop/en/m19/175.jpg?1531450765","{3},{G},{G}","5.0","Sorcery","Target creature gets +3/+3 until end of turn. All creatures able to block it this turn do so.","","","","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/78271f34-f62e-4771-b430-b121097b8fb6/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Adb640c5b-4548-44b1-a9cd-cc6838707dbb&unique=prints","175","False","uncommon","""If you think yourself a chief, then prove your might.""\n—Gar-Tun, Mistvalley silverback","ab0db54b-537d-482b-8797-79e24647410d","Simon Dominic","black","2015","","False","False","9217","0.02","0.11","0.07","0.01","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447311","https://decks.tcgplayer.com/magic/deck/search?contains=Declare+Dominance&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Declare+Dominance","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Declare+Dominance","https://shop.tcgplayer.com/product/productsearch?id=168598&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Declare-Dominance?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68511?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","","card","31b73282-6207-4207-8b9c-86a8f9a263a2","c8f1e3bd-bbf0-4750-b054-03553fc61850","447271","","68431","67950","169264","Demanding Dragon","en","2018-07-13","https://api.scryfall.com/cards/31b73282-6207-4207-8b9c-86a8f9a263a2","https://scryfall.com/card/m19/135/demanding-dragon?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/135.jpg?1531452342","https://img.scryfall.com/cards/normal/en/m19/135.jpg?1531452342","https://img.scryfall.com/cards/large/en/m19/135.jpg?1531452342","https://img.scryfall.com/cards/png/en/m19/135.png?1531452342","https://img.scryfall.com/cards/art_crop/en/m19/135.jpg?1531452342","https://img.scryfall.com/cards/border_crop/en/m19/135.jpg?1531452342","{3},{R},{R}","5.0","Creature — Dragon","Flying\nWhen Demanding Dragon enters the battlefield, it deals 5 damage to target opponent unless that player sacrifices a creature.","","5","5","R","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/31b73282-6207-4207-8b9c-86a8f9a263a2/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac8f1e3bd-bbf0-4750-b054-03553fc61850&unique=prints","135","False","rare","A knight's devotion to their steed goes only so far.","18890a94-bf1b-446c-9786-2cc240f1acf3","Chris Rahn","black","2015","","False","False","2821","0.53","1.56","0.41","0.03","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447271","https://decks.tcgplayer.com/magic/deck/search?contains=Demanding+Dragon&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Demanding+Dragon","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Demanding+Dragon","https://shop.tcgplayer.com/product/productsearch?id=169264&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Demanding-Dragon?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68431?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","","card","d50f9563-7bf8-4c3c-ac82-327221e56551","2e0b838d-c858-4aa5-999e-c4ef9d29571b","447227","","68343","67862","168609","Demon of Catastrophes","en","2018-07-13","https://api.scryfall.com/cards/d50f9563-7bf8-4c3c-ac82-327221e56551","https://scryfall.com/card/m19/91/demon-of-catastrophes?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/91.jpg?1531451840","https://img.scryfall.com/cards/normal/en/m19/91.jpg?1531451840","https://img.scryfall.com/cards/large/en/m19/91.jpg?1531451840","https://img.scryfall.com/cards/png/en/m19/91.png?1531451840","https://img.scryfall.com/cards/art_crop/en/m19/91.jpg?1531451840","https://img.scryfall.com/cards/border_crop/en/m19/91.jpg?1531451840","{2},{B},{B}","4.0","Creature — Demon","As an additional cost to cast this spell, sacrifice a creature.\nFlying, trample","","6","6","B","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/d50f9563-7bf8-4c3c-ac82-327221e56551/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2e0b838d-c858-4aa5-999e-c4ef9d29571b&unique=prints","91","False","rare","A pit yawned open, a column of oily smoke arose, and a towering form hissed, ""I accept this offering.""","3c4062ff-413e-4bb2-9e63-5cd3b3f83e40","Sidharth Chaturvedi","black","2015","","False","False","3585","0.44","1.14","0.29","0.02","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447227","https://decks.tcgplayer.com/magic/deck/search?contains=Demon+of+Catastrophes&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Demon+of+Catastrophes","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Demon+of+Catastrophes","https://shop.tcgplayer.com/product/productsearch?id=168609&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Demon-of-Catastrophes?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68343?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","","card","1081df25-1137-4c4d-909b-40e78723652c","a620a765-97ba-4687-acfd-4dec7da75d9f","447185","","68259","67778","169223","Departed Deckhand","en","2018-07-13","https://api.scryfall.com/cards/1081df25-1137-4c4d-909b-40e78723652c","https://scryfall.com/card/m19/49/departed-deckhand?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/49.jpg?1531451236","https://img.scryfall.com/cards/normal/en/m19/49.jpg?1531451236","https://img.scryfall.com/cards/large/en/m19/49.jpg?1531451236","https://img.scryfall.com/cards/png/en/m19/49.png?1531451236","https://img.scryfall.com/cards/art_crop/en/m19/49.jpg?1531451236","https://img.scryfall.com/cards/border_crop/en/m19/49.jpg?1531451236","{1},{U}","2.0","Creature — Spirit Pirate","When Departed Deckhand becomes the target of a spell, sacrifice it.\nDeparted Deckhand can't be blocked except by Spirits.\n{3},{U}: Another target creature you control can't be blocked this turn except by Spirits.","","2","2","U","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/1081df25-1137-4c4d-909b-40e78723652c/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa620a765-97ba-4687-acfd-4dec7da75d9f&unique=prints","49","False","uncommon","","3b9405d6-43af-4e2f-8f19-e6392cdb7936","Zoltan Boros","black","2015","","False","False","5030","0.13","0.22","0.12","0.01","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447185","https://decks.tcgplayer.com/magic/deck/search?contains=Departed+Deckhand&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Departed+Deckhand","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Departed+Deckhand","https://shop.tcgplayer.com/product/productsearch?id=169223&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Departed-Deckhand?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68259?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
