"object","total_cards","has_more","data__object","data__id","data__oracle_id","data__multiverse_ids__-","data__mtgo_id","data__arena_id","data__tcgplayer_id","data__name","data__lang","data__released_at","data__uri","data__scryfall_uri","data__layout","data__highres_image","data__image_uris__small","data__image_uris__normal","data__image_uris__large","data__image_uris__png","data__image_uris__art_crop","data__image_uris__border_crop","data__mana_cost","data__cmc","data__type_line","data__oracle_text","data__loyalty","data__power","data__toughness","data__colors__001","data__colors__002","data__colors__003","data__color_identity__001","data__color_identity__002","data__color_identity__003","data__all_parts__object","data__all_parts__id","data__all_parts__component","data__all_parts__name","data__all_parts__type_line","data__all_parts__uri","data__legalities__standard","data__legalities__future","data__legalities__frontier","data__legalities__modern","data__legalities__legacy","data__legalities__pauper","data__legalities__vintage","data__legalities__penny","data__legalities__commander","data__legalities__duel","data__legalities__oldschool","data__games__001","data__games__002","data__games__003","data__reserved","data__foil","data__nonfoil","data__oversized","data__promo","data__reprint","data__set","data__set_name","data__set_uri","data__set_search_uri","data__scryfall_set_uri","data__rulings_uri","data__prints_search_uri","data__collector_number","data__digital","data__rarity","data__flavor_text","data__illustration_id","data__artist","data__border_color","data__frame","data__frame_effect","data__full_art","data__story_spotlight","data__edhrec_rank","data__prices__usd","data__prices__usd_foil","data__prices__eur","data__prices__tix","data__related_uris__gatherer","data__related_uris__tcgplayer_decks","data__related_uris__edhrec","data__related_uris__mtgtop8","data__purchase_uris__tcgplayer","data__purchase_uris__cardmarket","data__purchase_uris__cardhoarder"
"","","","card","81766fd6-c7e0-4527-a63e-512d126c0421","c23e5b80-08d2-4e24-9908-fe2aa4f30f6f","447391","68671","68190","168618","Reliquary Tower","en","2018-07-13","https://api.scryfall.com/cards/81766fd6-c7e0-4527-a63e-512d126c0421","https://scryfall.com/card/m19/254/reliquary-tower?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/254.jpg?1531451525","https://img.scryfall.com/cards/normal/en/m19/254.jpg?1531451525","https://img.scryfall.com/cards/large/en/m19/254.jpg?1531451525","https://img.scryfall.com/cards/png/en/m19/254.png?1531451525","https://img.scryfall.com/cards/art_crop/en/m19/254.jpg?1531451525","https://img.scryfall.com/cards/border_crop/en/m19/254.jpg?1531451525","","0.0","Land","You have no maximum hand size.\n{T}: Add {C}.","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","True","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/81766fd6-c7e0-4527-a63e-512d126c0421/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac23e5b80-08d2-4e24-9908-fe2aa4f30f6f&unique=prints","254","False","uncommon","The most holy treasures are kept far from unclean soil.","dc0df863-735d-4e69-9b00-f91422b8b530","Jesper Ejsing","black","2015","","False","False","9","2.53","4.01","1.08","0.04","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447391","https://decks.tcgplayer.com/magic/deck/search?contains=Reliquary+Tower&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Reliquary+Tower","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Reliquary+Tower","https://shop.tcgplayer.com/product/productsearch?id=168618&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Reliquary-Tower?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68671?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","card","9620716d-9be8-4ebd-80d2-679373f4f897","c40bc9f6-2b72-4ae1-b912-50075af59628","447169","68227","67746","169116","Remorseful Cleric","en","2018-07-13","https://api.scryfall.com/cards/9620716d-9be8-4ebd-80d2-679373f4f897","https://scryfall.com/card/m19/33/remorseful-cleric?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/33.jpg?1531451039","https://img.scryfall.com/cards/normal/en/m19/33.jpg?1531451039","https://img.scryfall.com/cards/large/en/m19/33.jpg?1531451039","https://img.scryfall.com/cards/png/en/m19/33.png?1531451039","https://img.scryfall.com/cards/art_crop/en/m19/33.jpg?1531451039","https://img.scryfall.com/cards/border_crop/en/m19/33.jpg?1531451039","{1},{W}","2.0","Creature — Spirit Cleric","Flying\nSacrifice Remorseful Cleric: Exile all cards from target player's graveyard.","","2","1","W","","","W","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/9620716d-9be8-4ebd-80d2-679373f4f897/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac40bc9f6-2b72-4ae1-b912-50075af59628&unique=prints","33","False","rare","A lifetime of keeping up appearances is not enough to earn an eternity of rest.","89f0805d-13e0-4497-b658-f5800b84cd6f","Grzegorz Rutkowski","black","2015","","False","False","2404","0.33","3.11","0.50","0.03","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447169","https://decks.tcgplayer.com/magic/deck/search?contains=Remorseful+Cleric&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Remorseful+Cleric","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Remorseful+Cleric","https://shop.tcgplayer.com/product/productsearch?id=169116&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Search?referrer=scryfall&searchString=Remorseful+Cleric&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68227?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","card","586854d1-edfd-4c66-873d-df459324dbfd","2ac93092-1a57-4cf7-8f03-1dca86d5c476","447170","68229","67748","168773","Resplendent Angel","en","2018-07-13","https://api.scryfall.com/cards/586854d1-edfd-4c66-873d-df459324dbfd","https://scryfall.com/card/m19/34/resplendent-angel?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/34.jpg?1531451051","https://img.scryfall.com/cards/normal/en/m19/34.jpg?1531451051","https://img.scryfall.com/cards/large/en/m19/34.jpg?1531451051","https://img.scryfall.com/cards/png/en/m19/34.png?1531451051","https://img.scryfall.com/cards/art_crop/en/m19/34.jpg?1531451051","https://img.scryfall.com/cards/border_crop/en/m19/34.jpg?1531451051","{1},{W},{W}","3.0","Creature — Angel","Flying\nAt the beginning of each end step, if you gained 5 or more life this turn, create a 4/4 white Angel creature token with flying and vigilance.\n{3},{W},{W},{W}: Until end of turn, Resplendent Angel gets +2/+2 and gains lifelink.","","3","3","W","","","W","","","related_card","586854d1-edfd-4c66-873d-df459324dbfd","combo_piece","Resplendent Angel","Creature — Angel","https://api.scryfall.com/cards/586854d1-edfd-4c66-873d-df459324dbfd","legal","legal","legal","legal","legal","not_legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/586854d1-edfd-4c66-873d-df459324dbfd/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2ac93092-1a57-4cf7-8f03-1dca86d5c476&unique=prints","34","False","mythic","","42ae56ad-ba17-42a7-92d7-a78b9e8966a3","Volkan Baǵa","black","2015","","False","False","1762","7.43","16.33","6.53","0.34","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447170","https://decks.tcgplayer.com/magic/deck/search?contains=Resplendent+Angel&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Resplendent+Angel","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Resplendent+Angel","https://shop.tcgplayer.com/product/productsearch?id=168773&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Resplendent-Angel?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68229?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","related_card","dc31e017-81e6-43bf-bf8e-ea0faca5d9b7","token","Angel","Token Creature — Angel","https://api.scryfall.com/cards/dc31e017-81e6-43bf-bf8e-ea0faca5d9b7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","card","dfbdd90c-1ae3-45e5-b1e5-5b8615a1511f","b1385b03-cb4b-4812-857f-7421f1df39af","447171","68231","67750","168444","Revitalize","en","2018-07-13","https://api.scryfall.com/cards/dfbdd90c-1ae3-45e5-b1e5-5b8615a1511f","https://scryfall.com/card/m19/35/revitalize?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/35.jpg?1531451066","https://img.scryfall.com/cards/normal/en/m19/35.jpg?1531451066","https://img.scryfall.com/cards/large/en/m19/35.jpg?1531451066","https://img.scryfall.com/cards/png/en/m19/35.png?1531451066","https://img.scryfall.com/cards/art_crop/en/m19/35.jpg?1531451066","https://img.scryfall.com/cards/border_crop/en/m19/35.jpg?1531451066","{1},{W}","2.0","Instant","You gain 3 life.\nDraw a card.","","","","W","","","W","","","","","","","","","legal","legal","legal","legal","legal","legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/dfbdd90c-1ae3-45e5-b1e5-5b8615a1511f/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab1385b03-cb4b-4812-857f-7421f1df39af&unique=prints","35","False","common","""A potion is no substitute for a skilled surgeon, but it will hold your bits in."" —Torricks, battlefield medic","b15e8d48-4544-4986-b6fb-9dbf29cc95b3","Matt Stewart","black","2015","","False","False","5828","0.20","1.26","0.08","0.04","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447171","https://decks.tcgplayer.com/magic/deck/search?contains=Revitalize&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Revitalize","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Revitalize","https://shop.tcgplayer.com/product/productsearch?id=168444&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Revitalize?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68231?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","card","281f04d5-af45-4494-ac11-a605d3a06643","d26d1cce-3bcf-48d4-abce-8b12ca7b7432","447334","68557","68076","169344","Rhox Oracle","en","2018-07-13","https://api.scryfall.com/cards/281f04d5-af45-4494-ac11-a605d3a06643","https://scryfall.com/card/m19/198/rhox-oracle?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/198.jpg?1531450962","https://img.scryfall.com/cards/normal/en/m19/198.jpg?1531450962","https://img.scryfall.com/cards/large/en/m19/198.jpg?1531450962","https://img.scryfall.com/cards/png/en/m19/198.png?1531450962","https://img.scryfall.com/cards/art_crop/en/m19/198.jpg?1531450962","https://img.scryfall.com/cards/border_crop/en/m19/198.jpg?1531450962","{4},{G}","5.0","Creature — Rhino Monk","When Rhox Oracle enters the battlefield, draw a card.","","4","2","G","","","G","","","","","","","","","legal","legal","legal","legal","legal","legal","legal","legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/281f04d5-af45-4494-ac11-a605d3a06643/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad26d1cce-3bcf-48d4-abce-8b12ca7b7432&unique=prints","198","False","common","""The further into the future I look, the less certain my vision. Even now, the middle distance is obscured by fire.""","ec485584-ebd8-4d2a-be5d-1d4f7a45f064","Dan Scott","black","2015","","False","False","11620","0.01","0.05","0.01","0.05","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447334","https://decks.tcgplayer.com/magic/deck/search?contains=Rhox+Oracle&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Rhox+Oracle","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Rhox+Oracle","https://shop.tcgplayer.com/product/productsearch?id=169344&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Rhox-Oracle?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68557?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","card","037f6792-ab41-4bcd-a0a3-a4af4a801eb7","29f61caf-1aba-40cd-aff6-c3685a0997d7","450234","68107","68256","168628","Riddlemaster Sphinx","en","2018-07-13","https://api.scryfall.com/cards/037f6792-ab41-4bcd-a0a3-a4af4a801eb7","https://scryfall.com/card/m19/287/riddlemaster-sphinx?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/287.jpg?1531451957","https://img.scryfall.com/cards/normal/en/m19/287.jpg?1531451957","https://img.scryfall.com/cards/large/en/m19/287.jpg?1531451957","https://img.scryfall.com/cards/png/en/m19/287.png?1531451957","https://img.scryfall.com/cards/art_crop/en/m19/287.jpg?1531451957","https://img.scryfall.com/cards/border_crop/en/m19/287.jpg?1531451957","{4},{U},{U}","6.0","Creature — Sphinx","Flying\nWhen Riddlemaster Sphinx enters the battlefield, you may return target creature an opponent controls to its owner's hand.","","5","5","U","","","U","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","False","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/037f6792-ab41-4bcd-a0a3-a4af4a801eb7/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A29f61caf-1aba-40cd-aff6-c3685a0997d7&unique=prints","287","False","rare","""Safe passage requires only a simple answer to a simple question, traveler.""","4e7d7bdf-d306-4c63-a6d1-ee5826a7735f","Ryan Yee","black","2015","","False","False","6785","0.19","null","0.19","null","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=450234","https://decks.tcgplayer.com/magic/deck/search?contains=Riddlemaster+Sphinx&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Riddlemaster+Sphinx","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Riddlemaster+Sphinx","https://shop.tcgplayer.com/product/productsearch?id=168628&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Riddlemaster-Sphinx?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68107?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","card","bc73644e-884c-47cd-aeec-ab80360dd5ae","4e769107-0f32-4181-9e57-ffebc2228d3a","447253","68395","67914","169274","Rise from the Grave","en","2018-07-13","https://api.scryfall.com/cards/bc73644e-884c-47cd-aeec-ab80360dd5ae","https://scryfall.com/card/m19/117/rise-from-the-grave?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/117.jpg?1531452162","https://img.scryfall.com/cards/normal/en/m19/117.jpg?1531452162","https://img.scryfall.com/cards/large/en/m19/117.jpg?1531452162","https://img.scryfall.com/cards/png/en/m19/117.png?1531452162","https://img.scryfall.com/cards/art_crop/en/m19/117.jpg?1531452162","https://img.scryfall.com/cards/border_crop/en/m19/117.jpg?1531452162","{4},{B}","5.0","Sorcery","Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.","","","","B","","","B","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","True","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/bc73644e-884c-47cd-aeec-ab80360dd5ae/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4e769107-0f32-4181-9e57-ffebc2228d3a&unique=prints","117","False","uncommon","""Death is no excuse for disobedience."" —Liliana Vess","0a1b3eee-a24c-4b18-8c4f-e617dc440fc8","Kieran Yanner","black","2015","","False","False","2335","0.07","0.18","0.08","0.01","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447253","https://decks.tcgplayer.com/magic/deck/search?contains=Rise+from+the+Grave&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Rise+from+the+Grave","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Rise+from+the+Grave","https://shop.tcgplayer.com/product/productsearch?id=169274&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Search?referrer=scryfall&searchString=Rise+from+the+Grave&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68395?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","card","1c3c7d24-7d5c-49de-b9f8-35c6d6c8c52a","308d7868-49f9-47a3-a7b1-4b0332d610f1","447380","68649","68168","168617","Rogue's Gloves","en","2018-07-13","https://api.scryfall.com/cards/1c3c7d24-7d5c-49de-b9f8-35c6d6c8c52a","https://scryfall.com/card/m19/243/rogues-gloves?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/243.jpg?1531451423","https://img.scryfall.com/cards/normal/en/m19/243.jpg?1531451423","https://img.scryfall.com/cards/large/en/m19/243.jpg?1531451423","https://img.scryfall.com/cards/png/en/m19/243.png?1531451423","https://img.scryfall.com/cards/art_crop/en/m19/243.jpg?1531451423","https://img.scryfall.com/cards/border_crop/en/m19/243.jpg?1531451423","{2}","2.0","Artifact — Equipment","Whenever equipped creature deals combat damage to a player, you may draw a card.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)","","","","","","","","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","True","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/1c3c7d24-7d5c-49de-b9f8-35c6d6c8c52a/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A308d7868-49f9-47a3-a7b1-4b0332d610f1&unique=prints","243","False","uncommon","Thievery requires subtlety, from the beginning of the heist to the end.","63b31fc6-dc02-40e8-9c5a-665627c7fe97","Cyril Van Der Haegen","black","2015","","False","False","3173","0.10","0.23","0.09","0.04","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447380","https://decks.tcgplayer.com/magic/deck/search?contains=Rogue%27s+Gloves&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Rogue%27s+Gloves","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Rogue%27s+Gloves","https://shop.tcgplayer.com/product/productsearch?id=168617&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Rogues-Gloves?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68649?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","card","76b01fd2-139a-47ed-a8e3-021aa9c91b02","cbf743a5-123f-4747-826d-7f8bb929a52c","447335","68559","68078","169454","Root Snare","en","2018-07-13","https://api.scryfall.com/cards/76b01fd2-139a-47ed-a8e3-021aa9c91b02","https://scryfall.com/card/m19/199/root-snare?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/199.jpg?1531450970","https://img.scryfall.com/cards/normal/en/m19/199.jpg?1531450970","https://img.scryfall.com/cards/large/en/m19/199.jpg?1531450970","https://img.scryfall.com/cards/png/en/m19/199.png?1531450970","https://img.scryfall.com/cards/art_crop/en/m19/199.jpg?1531450970","https://img.scryfall.com/cards/border_crop/en/m19/199.jpg?1531450970","{1},{G}","2.0","Instant","Prevent all combat damage that would be dealt this turn.","","","","G","","","G","","","","","","","","","legal","legal","legal","legal","legal","legal","legal","legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/76b01fd2-139a-47ed-a8e3-021aa9c91b02/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Acbf743a5-123f-4747-826d-7f8bb929a52c&unique=prints","199","False","common","The only casualties were a snapped spear, a lost helmet, and some bruised egos.","fa0cb0e2-34da-4a29-bd93-ed82571ea6ec","Mitchell Malloy","black","2015","","False","False","6072","0.09","0.32","0.03","0.01","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447335","https://decks.tcgplayer.com/magic/deck/search?contains=Root+Snare&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Root+Snare","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Root+Snare","https://shop.tcgplayer.com/product/productsearch?id=169454&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Root-Snare?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68559?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
"","","","card","b445a0f0-2cca-4223-bd27-940d2cb6d29c","48e8ae59-a234-498e-9dae-bac8d1424ea5","447336","68561","68080","169245","Runic Armasaur","en","2018-07-13","https://api.scryfall.com/cards/b445a0f0-2cca-4223-bd27-940d2cb6d29c","https://scryfall.com/card/m19/200/runic-armasaur?utm_source=api","normal","True","https://img.scryfall.com/cards/small/en/m19/200.jpg?1531450978","https://img.scryfall.com/cards/normal/en/m19/200.jpg?1531450978","https://img.scryfall.com/cards/large/en/m19/200.jpg?1531450978","https://img.scryfall.com/cards/png/en/m19/200.png?1531450978","https://img.scryfall.com/cards/art_crop/en/m19/200.jpg?1531450978","https://img.scryfall.com/cards/border_crop/en/m19/200.jpg?1531450978","{1},{G},{G}","3.0","Creature — Dinosaur","Whenever an opponent activates an ability of a creature or land that isn't a mana ability, you may draw a card.","","2","5","G","","","G","","","","","","","","","legal","legal","legal","legal","legal","not_legal","legal","not_legal","legal","legal","not_legal","arena","mtgo","paper","False","True","True","False","False","False","m19","Core Set 2019","https://api.scryfall.com/sets/2f5f2509-56db-414d-9a7e-6e312ec3760c","https://api.scryfall.com/cards/search?order=set&q=e%3Am19&unique=prints","https://scryfall.com/sets/m19?utm_source=api","https://api.scryfall.com/cards/b445a0f0-2cca-4223-bd27-940d2cb6d29c/rulings","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A48e8ae59-a234-498e-9dae-bac8d1424ea5&unique=prints","200","False","rare","The Sun Empire's most sacred sites are protected by more than prayers.","3aa1aa84-cac3-41e3-bf73-366557210028","Randy Vargas","black","2015","","False","False","843","0.73","2.72","0.61","0.02","https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447336","https://decks.tcgplayer.com/magic/deck/search?contains=Runic+Armasaur&page=1&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","http://edhrec.com/route/?cc=Runic+Armasaur","http://mtgtop8.com/search?MD_check=1&SB_check=1&cards=Runic+Armasaur","https://shop.tcgplayer.com/product/productsearch?id=169245&partner=Scryfall&utm_campaign=affiliate&utm_medium=scryfall&utm_source=scryfall","https://www.cardmarket.com/en/Magic/Products/Singles/Core-2019/Runic-Armasaur?referrer=scryfall&utm_campaign=card_prices&utm_medium=text&utm_source=scryfall","https://www.cardhoarder.com/cards/68561?affiliate_id=scryfall&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=scryfall"
